user,localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes,dike ID,pole_trend,pole_plunge
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 74fd0921f787204627d5bf83d170aa91,403000.559,5043010.255,45.53387304,-94.24231103, 15T,3,5,-1, Dike orientation ,77.48303986,148.1877594,58.1877594,0.10498333, Diabase Dike, Mon Jul 23 17:21:33 2018, NED2 south margin,NED3,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 068db74d28ef642cf8f74a4714e1099a,402997.3692,5043013.522,45.533902,-94.24235252, 15T,3,5,-1, Dike orientation ,72.4177475,145.2365875,55.23658752,0.10498333, Diabase Dike, Mon Jul 23 17:20:08 2018, NED3 south margin,NED3,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 1501d10ebb2951e703c447f3c75396b2,403030.9918,5043042.402,45.53416658,-94.24192772, 15T,4,10,-1, Dike orientation ,89,181.5026398,91.50263977,0.10498333, Diabase Dike, Mon Jul 23 16:17:28 2018, NED2 northside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 29c09941f8821ce4be14330978bb4888,403028.958,5043039.574,45.53414084,-94.2419532, 15T,4,10,-1, Dike orientation ,88.21916962,336.253479,246.253479,0.10498333, Diabase Dike, Mon Jul 23 16:16:57 2018, NED2 southside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 6b0276aa074a5dab9d8b567daba8eeeb,403020.5738,5043042.196,45.53416327,-94.24206108, 15T,4,10,-1, Dike orientation ,85.9269104,154.4966126,64.49661255,0.10498333, Diabase Dike, Mon Jul 23 16:16:01 2018, NED2 southside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, eaaa2bc6bae213f14a6dc8c01c7e1e46,403026.517,5043043.003,45.53417135,-94.24198514, 15T,4,10,-1, Dike orientation ,86.68191528,343.2224121,253.2224121,0.10498333, Diabase Dike, Mon Jul 23 16:09:50 2018, NED2 southside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 93f78b6cc3178a3db0297dd6cde84a77,403027.7318,5043043.245,45.5341737,-94.24196963, 15T,4,10,-1, Dike orientation ,89,342.3085938,252.3085938,0.10498333, Diabase Dike, Mon Jul 23 16:09:29 2018, NED2 southside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 1ced7c4e84fdee81ff707f64c58e6c79,403040.4974,5043039.908,45.53414545,-94.24180551, 15T,4,10,-1, Dike orientation ,80.99736786,351.4425354,261.4425354,0.10498333, Diabase Dike, Mon Jul 23 16:09:05 2018, NED2 northside ,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 04a495f7a11143ad04ceb5bd74696caa,403038.1539,5043047.526,45.53421368,-94.24183703, 15T,4,10,-1, Dike orientation ,89,354.8985291,264.8985291,0.10498333, Diabase Dike, Mon Jul 23 15:55:16 2018, NED2 northside,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, c4d204337dfe24ba96f4014fd236d8ee,403039.4678,5043049.518,45.53423179,-94.2418206, 15T,4,5,-1, Dike orientation ,89,181.2606201,91.26062012,0.10498333, Diabase Dike, Mon Jul 23 15:54:57 2018, NED2 northside,NED2,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 55ed8f92c15cde1fb7222b7e74740bb5,403030.1738,5043049.187,45.53422751,-94.24193954, 15T,3,5,-1, Dike orientation ,83.71601105,169.7737274,79.77372742,0.10498333, Diabase Dike, Mon Jul 23 14:42:55 2018, NED1 southside,NED1,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 30ce6787f35cc5bbb0b12fe0ff85ab00,403035.4803,5043048.611,45.53422307,-94.24187148, 15T,0,-1,-1, Dike orientation ,77.26982117,169.3143158,79.3143158,0.10498333, Diabase Dike, Mon Jul 23 14:25:24 2018, NED1 northside,NED1,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 7e595e6413dd10ef3e922dd54be222d3,403033.8585,5043044.91,45.53418954,-94.24189151, 15T,4,10,-1, Dike orientation ,83.96982574,166.1607208,76.16072083,0.10498333, Diabase Dike, Mon Jul 23 14:15:59 2018, NED1 southside,NED1,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 8ddaf1bfa32a6a7362f6a5681e087bd5,403035.886,5043045.219,45.5341926,-94.24186561, 15T,4,10,-1, Dike orientation ,81.96678925,153.3233795,63.32337952,0.10498333, Diabase Dike, Mon Jul 23 14:15:36 2018, NED1 southside ,NED1,,
Nick,3142608518a38e51b1d5ca8e90476a25, Locality 1, 16dac0065afd4de071e1baf57c89ada1,403040.1371,5043042.852,45.5341719,-94.24181071, 15T,4,5,-1, Fault,84.34392548,6.09094429,276.0909424,0.10498333, Saint Cloud Granite, Mon Jul 23 12:06:30 2018, ,fault,,
