,time,pole_lat,pole_lon,pole_angle
0,2212.0,25.2646182064,-15.2393771555,238.436807478
1,2110.0,46.2173272431,117.038564172,-304.802279646
2,2018.0,30.8845129788,111.96743752,-294.722651223
3,1888.0,32.432182856,151.433925581,-286.376829477
4,1868.0,17.5826,174.016,-265.2734
5,1760.0,9.85166179476,-172.337688083,-288.978493723
6,0.0,90.0,0.0,0.0
